"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"5112","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Quintas en Venta en Chajarí y la zona",,"publish","closed","closed",,"quintas",,,"2020-10-12 19:27:53","2020-10-12 22:27:53",,"5060","http://c1960610.ferozo.com/chajari-en-venta/lotes-2/","0","page",,"0"
"5113","1","2020-10-12 19:27:52","2020-10-12 22:27:52",,"Quintas en Venta en Chajarí y la zona",,"inherit","closed","closed",,"5112-revision-v1",,,"2020-10-12 19:27:52","2020-10-12 22:27:52",,"5112","http://c1960610.ferozo.com/5112-revision-v1/","0","revision",,"0"
"5114","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Barrio Privado Ventas en Chajarí",,"publish","closed","closed",,"barrio-privado",,,"2020-10-12 19:34:48","2020-10-12 22:34:48",,"5060","http://c1960610.ferozo.com/chajari-en-venta/quintas-2/","0","page",,"0"
"5115","1","2020-10-12 19:29:49","2020-10-12 22:29:49",,"Baarrio Privado Ventas",,"inherit","closed","closed",,"5114-revision-v1",,,"2020-10-12 19:29:49","2020-10-12 22:29:49",,"5114","http://c1960610.ferozo.com/5114-revision-v1/","0","revision",,"0"
"5116","1","2020-10-12 19:30:21","2020-10-12 22:30:21",,"Barrio Privado Ventas",,"inherit","closed","closed",,"5114-revision-v1",,,"2020-10-12 19:30:21","2020-10-12 22:30:21",,"5114","http://c1960610.ferozo.com/5114-revision-v1/","0","revision",,"0"
"5117","1","2020-10-12 19:34:47","2020-10-12 22:34:47",,"Barrio Privado Ventas en Chajarí",,"inherit","closed","closed",,"5114-revision-v1",,,"2020-10-12 19:34:47","2020-10-12 22:34:47",,"5114","http://c1960610.ferozo.com/5114-revision-v1/","0","revision",,"0"
"5118","1","2020-10-12 19:35:31","2020-10-12 22:35:31",,"Casas en Venta en Chajarí",,"inherit","closed","closed",,"71-revision-v1",,,"2020-10-12 19:35:31","2020-10-12 22:35:31",,"71","http://c1960610.ferozo.com/71-revision-v1/","0","revision",,"0"
"5119","1","2020-10-12 19:35:46","2020-10-12 22:35:46",,"Departamentos en Venta en Chajarí",,"inherit","closed","closed",,"5083-revision-v1",,,"2020-10-12 19:35:46","2020-10-12 22:35:46",,"5083","http://c1960610.ferozo.com/5083-revision-v1/","0","revision",,"0"
"5120","1","2020-10-12 19:36:14","2020-10-12 22:36:14",,"Locales en Venta en Chajarí",,"inherit","closed","closed",,"5108-revision-v1",,,"2020-10-12 19:36:14","2020-10-12 22:36:14",,"5108","http://c1960610.ferozo.com/5108-revision-v1/","0","revision",,"0"
"5121","1","2020-10-12 19:36:34","2020-10-12 22:36:34",,"Lotes en Venta en Chajarí",,"inherit","closed","closed",,"5098-revision-v1",,,"2020-10-12 19:36:34","2020-10-12 22:36:34",,"5098","http://c1960610.ferozo.com/5098-revision-v1/","0","revision",,"0"
"5122","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Venta Varios",,"publish","closed","closed",,"varios",,,"2020-10-12 19:37:29","2020-10-12 22:37:29",,"5060","http://c1960610.ferozo.com/chajari-en-venta/quintas-2/","0","page",,"0"
"5123","1","2020-10-12 19:37:12","2020-10-12 22:37:12",,"Venta Varios",,"inherit","closed","closed",,"5122-revision-v1",,,"2020-10-12 19:37:12","2020-10-12 22:37:12",,"5122","http://c1960610.ferozo.com/5122-revision-v1/","0","revision",,"0"
"5124","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Casas en Alquiler en Chajarí",,"publish","closed","closed",,"casas",,,"2020-10-12 19:39:33","2020-10-12 22:39:33",,"5063","http://c1960610.ferozo.com/chajari-en-venta/casas-2/","0","page",,"0"
"5125","1","2020-10-12 19:38:55","2020-10-12 22:38:55",,"Casas en Venta en Chajarí clon",,"inherit","closed","closed",,"5124-revision-v1",,,"2020-10-12 19:38:55","2020-10-12 22:38:55",,"5124","http://c1960610.ferozo.com/5124-revision-v1/","0","revision",,"0"
"5126","1","2020-10-12 19:39:33","2020-10-12 22:39:33",,"Casas en Alquiler en Chajarí",,"inherit","closed","closed",,"5124-revision-v1",,,"2020-10-12 19:39:33","2020-10-12 22:39:33",,"5124","http://c1960610.ferozo.com/5124-revision-v1/","0","revision",,"0"
"5127","1","2020-10-12 19:39:50","2020-10-12 22:39:50",,"Propiedades en Venta en Chajarí",,"inherit","closed","closed",,"5060-revision-v1",,,"2020-10-12 19:39:50","2020-10-12 22:39:50",,"5060","http://c1960610.ferozo.com/5060-revision-v1/","0","revision",,"0"
"5128","1","2020-10-12 19:40:00","2020-10-12 22:40:00",,"Propiedades en Alquiler en Chajarí",,"inherit","closed","closed",,"5063-revision-v1",,,"2020-10-12 19:40:00","2020-10-12 22:40:00",,"5063","http://c1960610.ferozo.com/5063-revision-v1/","0","revision",,"0"
"5129","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Departamentos en Alquiler en Chajarí",,"publish","closed","closed",,"departamentos",,,"2020-10-12 19:40:53","2020-10-12 22:40:53",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/casas-2/","0","page",,"0"
"5130","1","2020-10-12 19:40:34","2020-10-12 22:40:34",,"Departamentos en Alquiler en Chajarí",,"inherit","closed","closed",,"5129-revision-v1",,,"2020-10-12 19:40:34","2020-10-12 22:40:34",,"5129","http://c1960610.ferozo.com/5129-revision-v1/","0","revision",,"0"
"5131","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Locales en Alquiler en Chajarí",,"publish","closed","closed",,"locales",,,"2020-10-12 19:43:09","2020-10-12 22:43:09",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/departamentos-2/","0","page",,"0"
"5132","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Oficinas en Alquiler en Chajarí",,"publish","closed","closed",,"oficinas",,,"2020-10-12 19:44:12","2020-10-12 22:44:12",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/departamentos-2-2/","0","page",,"0"
"5133","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Galpones en Alquiler en Chajarí",,"publish","closed","closed",,"galpones",,,"2020-10-12 19:44:52","2020-10-12 22:44:52",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/departamentos-2-2-2/","0","page",,"0"
"5134","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Barrio Privado - Alquileres",,"publish","closed","closed",,"barrio-privado",,,"2020-10-12 19:46:18","2020-10-12 22:46:18",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/departamentos-2-2-3/","0","page",,"0"
"5135","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Chajari - Varios - Alquileres",,"publish","closed","closed",,"varios",,,"2020-10-12 19:47:29","2020-10-12 22:47:29",,"5063","http://c1960610.ferozo.com/chajari-en-alquiler/departamentos-2-2-3-2/","0","page",,"0"
"5136","1","2020-10-12 19:43:08","2020-10-12 22:43:08",,"Locales en Alquiler en Chajarí",,"inherit","closed","closed",,"5131-revision-v1",,,"2020-10-12 19:43:08","2020-10-12 22:43:08",,"5131","http://c1960610.ferozo.com/5131-revision-v1/","0","revision",,"0"
"5137","1","2020-10-12 19:44:07","2020-10-12 22:44:07",,"Oficinas en Alquiler en Chajarí",,"inherit","closed","closed",,"5132-revision-v1",,,"2020-10-12 19:44:07","2020-10-12 22:44:07",,"5132","http://c1960610.ferozo.com/5132-revision-v1/","0","revision",,"0"
"5138","1","2020-10-12 19:44:51","2020-10-12 22:44:51",,"Galpones en Alquiler en Chajarí",,"inherit","closed","closed",,"5133-revision-v1",,,"2020-10-12 19:44:51","2020-10-12 22:44:51",,"5133","http://c1960610.ferozo.com/5133-revision-v1/","0","revision",,"0"
"5139","1","2020-10-12 19:46:17","2020-10-12 22:46:17",,"Barrio Privado - Alquileres",,"inherit","closed","closed",,"5134-revision-v1",,,"2020-10-12 19:46:17","2020-10-12 22:46:17",,"5134","http://c1960610.ferozo.com/5134-revision-v1/","0","revision",,"0"
"5140","1","2020-10-12 19:47:29","2020-10-12 22:47:29",,"Chajari - Varios - Alquileres",,"inherit","closed","closed",,"5135-revision-v1",,,"2020-10-12 19:47:29","2020-10-12 22:47:29",,"5135","http://c1960610.ferozo.com/5135-revision-v1/","0","revision",,"0"
"5141","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Barrio Privado",,"publish","closed","closed",,"barrio-privado",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5141","11","nav_menu_item",,"0"
"5142","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Campos",,"publish","closed","closed",,"campos",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5142","8","nav_menu_item",,"0"
"5143","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Hectáreas",,"publish","closed","closed",,"hectareas",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5143","6","nav_menu_item",,"0"
"5144","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Locales",,"publish","closed","closed",,"locales",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5144","7","nav_menu_item",,"0"
"5145","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Quintas",,"publish","closed","closed",,"quintas",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5145","9","nav_menu_item",,"0"
"5146","1","2020-10-12 19:52:30","2020-10-12 22:52:30",,"Varios",,"publish","closed","closed",,"varios",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5146","12","nav_menu_item",,"0"
"5147","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Galpones en Venta en Chajarí",,"publish","closed","closed",,"galpones",,,"2020-10-22 09:33:11","2020-10-22 12:33:11",,"5060","http://c1960610.ferozo.com/chajari-en-alquiler/galpones-2/","0","page",,"0"
"5148","1","2020-10-12 19:53:26","2020-10-12 22:53:26",,"Galpones en Venta en Chajarí",,"inherit","closed","closed",,"5147-revision-v1",,,"2020-10-12 19:53:26","2020-10-12 22:53:26",,"5147","http://c1960610.ferozo.com/5147-revision-v1/","0","revision",,"0"
"5149","1","2020-10-12 19:53:46","2020-10-12 22:53:46",,"Galpones",,"publish","closed","closed",,"galpones",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5060","http://c1960610.ferozo.com/?p=5149","10","nav_menu_item",,"0"
"5150","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Oficinas",,"publish","closed","closed",,"oficinas",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5150","17","nav_menu_item",,"0"
"5151","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Locales",,"publish","closed","closed",,"locales-2",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5151","16","nav_menu_item",,"0"
"5152","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Galpones",,"publish","closed","closed",,"galpones-2",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5152","18","nav_menu_item",,"0"
"5153","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Departamentos",,"publish","closed","closed",,"departamentos-2",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5153","15","nav_menu_item",,"0"
"5154","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Varios",,"publish","closed","closed",,"chajari-varios-alquileres",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5154","20","nav_menu_item",,"0"
"5155","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Casas",,"publish","closed","closed",,"casas",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5155","14","nav_menu_item",,"0"
"5156","1","2020-10-12 20:02:09","2020-10-12 23:02:09",,"Barrio Privado",,"publish","closed","closed",,"barrio-privado-2",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"5063","http://c1960610.ferozo.com/?p=5156","19","nav_menu_item",,"0"
"5157","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Propiedades en Uruguay",,"publish","closed","closed",,"uruguay",,,"2020-10-12 20:09:22","2020-10-12 23:09:22",,"0","http://c1960610.ferozo.com/otras-ciudades-2/","0","page",,"0"
"5158","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Propiedades en Brasil",,"publish","closed","closed",,"brasil",,,"2020-10-28 13:47:33","2020-10-28 16:47:33",,"0","http://c1960610.ferozo.com/otras-ciudades-2-2/","0","page",,"0"
"5159","1","2019-06-23 04:55:10","2019-06-23 07:55:10",,"Propiedades en Paraguay",,"publish","closed","closed",,"paraguay",,,"2020-10-12 20:10:06","2020-10-12 23:10:06",,"0","http://c1960610.ferozo.com/otras-ciudades-2-2-2/","0","page",,"0"
"5160","1","2020-10-12 20:06:34","2020-10-12 23:06:34",,"Propiedades en Uruguay",,"inherit","closed","closed",,"5157-revision-v1",,,"2020-10-12 20:06:34","2020-10-12 23:06:34",,"5157","http://c1960610.ferozo.com/5157-revision-v1/","0","revision",,"0"
"5161","1","2020-10-12 20:07:22","2020-10-12 23:07:22",,"Uruguay",,"publish","closed","closed",,"uruguay",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"0","http://c1960610.ferozo.com/?p=5161","23","nav_menu_item",,"0"
"5162","1","2020-10-12 20:08:58","2020-10-12 23:08:58",,"Propiedades en Brasil",,"inherit","closed","closed",,"5158-revision-v1",,,"2020-10-12 20:08:58","2020-10-12 23:08:58",,"5158","http://c1960610.ferozo.com/5158-revision-v1/","0","revision",,"0"
"5163","1","2020-10-12 20:10:05","2020-10-12 23:10:05",,"Propiedades en Paraguay",,"inherit","closed","closed",,"5159-revision-v1",,,"2020-10-12 20:10:05","2020-10-12 23:10:05",,"5159","http://c1960610.ferozo.com/5159-revision-v1/","0","revision",,"0"
"5164","1","2020-10-12 20:10:56","2020-10-12 23:10:56",,"Paraguay",,"publish","closed","closed",,"paraguay",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"0","http://c1960610.ferozo.com/?p=5164","25","nav_menu_item",,"0"
"5165","1","2020-10-12 20:10:56","2020-10-12 23:10:56",,"Brasil",,"publish","closed","closed",,"brasil",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"0","http://c1960610.ferozo.com/?p=5165","24","nav_menu_item",,"0"
"5166","1","2020-10-13 07:34:21","2020-10-13 10:34:21",,"Emprendimientos",,"inherit","closed","closed",,"69-revision-v1",,,"2020-10-13 07:34:21","2020-10-13 10:34:21",,"69","http://c1960610.ferozo.com/69-revision-v1/","0","revision",,"0"
"5167","1","2019-06-23 04:51:37","2019-06-23 07:51:37",,"Termas y Playas",,"publish","open","closed",,"termas-playas",,,"2020-10-26 13:30:33","2020-10-26 16:30:33",,"0","http://c1960610.ferozo.com/emprendimientos-2/","0","page",,"0"
"5168","1","2020-10-13 07:35:53","2020-10-13 10:35:53",,"Termas y Playa",,"inherit","closed","closed",,"5167-revision-v1",,,"2020-10-13 07:35:53","2020-10-13 10:35:53",,"5167","http://c1960610.ferozo.com/5167-revision-v1/","0","revision",,"0"
"5169","1","2020-10-13 07:38:00","2020-10-13 10:38:00"," ",,,"publish","closed","closed",,"5169",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"0","http://c1960610.ferozo.com/?p=5169","26","nav_menu_item",,"0"
"5170","1","2020-10-13 07:38:00","2020-10-13 10:38:00"," ",,,"publish","closed","closed",,"5170",,,"2021-02-25 17:28:09","2021-02-25 20:28:09",,"0","http://c1960610.ferozo.com/?p=5170","27","nav_menu_item",,"0"
"5175","2","2020-10-13 19:25:42","2020-10-13 22:25:42",,"IMG-20200226-WA0016",,"inherit",,"closed",,"img-20200226-wa0016",,,"2020-10-13 19:25:42","2020-10-13 22:25:42",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/IMG-20200226-WA0016.jpg","0","attachment","image/jpeg","0"
"5177","2","2020-10-14 17:51:51","2020-10-14 20:51:51",,"1","????????????????????????????????????","inherit","closed","closed",,"1",,,"2020-10-14 21:10:26","2020-10-15 00:10:26",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/1.jpg","0","attachment","image/jpeg","0"
"5178","2","2020-10-14 17:52:06","2020-10-14 20:52:06",,"2",,"inherit","closed","closed",,"2",,,"2020-10-14 21:40:54","2020-10-15 00:40:54",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/2.jpg","0","attachment","image/jpeg","0"
"5179","2","2020-10-14 17:52:20","2020-10-14 20:52:20",,"3",,"inherit","closed","closed",,"3",,,"2020-10-14 21:41:55","2020-10-15 00:41:55",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/3.jpg","0","attachment","image/jpeg","0"
"5180","2","2020-10-14 17:52:34","2020-10-14 20:52:34",,"4",,"inherit",,"closed",,"4",,,"2020-10-14 17:52:34","2020-10-14 20:52:34",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/4.jpg","0","attachment","image/jpeg","0"
"5181","2","2020-10-14 17:52:51","2020-10-14 20:52:51",,"5",,"inherit",,"closed",,"5",,,"2020-10-14 17:52:51","2020-10-14 20:52:51",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/5.jpg","0","attachment","image/jpeg","0"
"5182","2","2020-10-14 17:53:06","2020-10-14 20:53:06",,"6",,"inherit",,"closed",,"6",,,"2020-10-14 17:53:06","2020-10-14 20:53:06",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/6.jpg","0","attachment","image/jpeg","0"
"5183","2","2020-10-14 17:53:21","2020-10-14 20:53:21",,"7",,"inherit",,"closed",,"7",,,"2020-10-14 17:53:21","2020-10-14 20:53:21",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/7.jpg","0","attachment","image/jpeg","0"
"5184","2","2020-10-14 17:53:38","2020-10-14 20:53:38",,"8",,"inherit",,"closed",,"8",,,"2020-10-14 17:53:38","2020-10-14 20:53:38",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/8.jpg","0","attachment","image/jpeg","0"
"5185","2","2020-10-14 17:53:54","2020-10-14 20:53:54",,"9",,"inherit",,"closed",,"9",,,"2020-10-14 17:53:54","2020-10-14 20:53:54",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/9.jpg","0","attachment","image/jpeg","0"
"5186","2","2020-10-14 17:54:08","2020-10-14 20:54:08",,"10",,"inherit",,"closed",,"10",,,"2020-10-14 17:54:08","2020-10-14 20:54:08",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/10.jpg","0","attachment","image/jpeg","0"
"5187","2","2020-10-14 17:54:24","2020-10-14 20:54:24",,"11",,"inherit",,"closed",,"11",,,"2020-10-14 17:54:24","2020-10-14 20:54:24",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/11.jpg","0","attachment","image/jpeg","0"
"5188","2","2020-10-14 17:54:39","2020-10-14 20:54:39",,"12",,"inherit",,"closed",,"12",,,"2020-10-14 17:54:39","2020-10-14 20:54:39",,"0","http://c1960610.ferozo.com/wp-content/uploads/2020/10/12.jpg","0","attachment","image/jpeg","0"
